timestamp,habit,state,is_device,self_reported
2026-01-09 13:42:06,Gooning,on,True,True
2026-01-09 13:44:11,Gooning,on,True,True
2026-01-09 13:44:26,Gooning,on,True,True
2026-01-09 13:44:50,Gooning,on,True,True
2026-01-09 13:46:18,Gooning,on,True,True
2026-01-09 13:46:35,Gooning,on,True,True
2026-01-09 13:48:57,Gooning,on,True,True
2026-01-09 13:52:39,Gooning,on,True,True
2026-01-09 13:52:59,Gooning,on,True,True
2026-01-09 13:56:10,Gooning,on,True,True
2026-01-09 13:57:33,Reading,on,True,True
2026-01-09 13:57:51,Gooning,on,True,True
2026-01-09 13:57:57,TV,on,True,True
2026-01-09 14:07:12,TV,on,True,True
2026-01-09 14:07:13,Reading,on,True,True
2026-01-09 14:22:29,Lamp,on,True,True
2026-01-09 14:22:51,Gooning,on,True,True
2026-01-09 14:24:58,SmartPlug,on,True,True
2026-01-09 14:24:59,Workout,on,True,True
2026-01-09 14:27:36,Reading,on,True,True
2026-01-09 14:27:40,TV,on,True,True
2026-01-09 14:27:43,Gooning,on,True,True
2026-01-09 14:27:45,TV,on,True,True
2026-01-09 14:27:46,Workout,on,True,True
2026-01-09 14:29:47,Heater,on,True,True
2026-01-09 14:31:22,Journaling,on,True,True
2026-01-09 14:31:23,SmartPlug,on,True,True
2026-01-09 14:32:24,Journaling,on,True,True
2026-01-09 14:32:24,Gooning,on,True,True
2026-01-09 14:33:21,Workout,on,True,True
2026-01-09 14:33:22,Heater,on,True,True
2026-01-09 14:35:33,TV,on,True,True
2026-01-09 14:35:38,SmartPlug,on,True,True
2026-01-09 14:35:39,Gooning,on,True,True
2026-01-09 14:36:14,Journaling,on,True,True
2026-01-09 14:36:17,Journaling,on,True,True
2026-01-09 14:42:37,Journaling,on,True,True
2026-01-09 15:26:47,Reading,on,True,True
2026-01-10 17:04:40,CoffeeMaker,on,True,True
2026-01-10 17:06:30,SmartPlug,on,True,True
2026-01-10 17:16:30,Meditation,on,True,True
2026-01-10 17:16:40,Lamp,on,True,True
2026-01-10 17:16:40,Lamp,on,True,True
2026-01-10 17:16:48,Lamp,on,True,True
2026-01-10 17:16:48,Lamp,on,True,True
2026-01-10 17:17:34,CoffeeMaker,on,True,True
2026-01-10 17:17:34,Lamp,on,True,True
2026-01-10 17:17:48,Gooning,on,True,True
2026-01-10 17:17:48,Lamp,on,True,True
2026-01-10 17:17:51,Reading,on,True,True
2026-01-10 17:17:51,Lamp,on,True,True
2026-01-10 17:28:26,Reading,on,True,True
2026-01-10 18:03:48,CoffeeMaker,on,True,True
2026-01-10 18:05:11,Reading,on,True,True
2026-01-10 18:06:49,Meditation,on,True,True
2026-01-10 18:07:56,Journaling,on,True,True
2026-01-10 18:07:56,Workout,on,True,True
2026-01-10 18:08:05,Heater,on,True,True
2026-01-10 18:08:05,Journaling,on,True,True
2026-01-10 18:44:35,Lamp,on,True,True
2026-01-10 18:44:35,Reading,on,True,True
2026-01-10 18:44:35,Gooning,on,True,True
2026-01-10 18:44:57,Lamp,on,True,True
2026-01-10 18:44:57,Lamp,on,True,True
2026-01-10 18:44:57,TV,on,True,True
2026-01-10 18:44:57,SmartPlug,on,True,True
2026-01-10 18:45:36,CoffeeMaker,on,True,True
2026-01-10 18:45:36,Reading,on,True,True
2026-01-10 18:45:36,Reading,on,True,True
2026-01-10 18:45:36,Heater,on,True,True
2026-01-10 18:47:41,CoffeeMaker,on,True,True
2026-01-10 18:47:41,CoffeeMaker,on,True,True
2026-01-10 18:49:47,TV,on,True,True
2026-01-10 18:49:47,Meditation,on,True,True
2026-01-10 18:49:47,Lamp,on,True,True
2026-01-10 18:51:59,Reading,on,True,True
2026-01-10 18:51:59,Heater,on,True,True
2026-01-10 18:51:59,Lamp,on,True,True
2026-01-10 18:56:53,TV,on,True,True
2026-01-10 18:56:53,Gooning,on,True,True
2026-01-10 18:56:53,Lamp,on,True,True
2026-01-10 18:58:43,Journaling,on,True,True
2026-01-10 18:58:43,Lamp,on,True,True
2026-01-10 18:58:43,Lamp,on,True,True
2026-01-10 19:04:34,CoffeeMaker,on,True,True
2026-01-10 19:04:34,Reading,on,True,True
2026-01-10 19:04:34,Lamp,on,True,True
2026-01-10 19:04:40,Lamp,on,True,True
2026-01-10 19:04:40,Gooning,on,True,True
2026-01-10 19:04:40,Lamp,on,True,True
2026-01-10 19:06:41,Reading,on,True,True
2026-01-10 19:06:41,Workout,on,True,True
2026-01-10 19:10:07,Reading,on,True,True
2026-01-10 19:10:07,Meditation,on,True,True
2026-01-10 19:10:17,CoffeeMaker,on,True,True
2026-01-10 19:10:17,Workout,on,True,True
2026-01-10 19:10:17,Lamp,on,True,True
